          1          1          8         24          7          1
          2          1          7         24          7          0
          3          1          7         24          6          1
          4          1          9         24          6          1
          5          1          8         24          7          1
          6          1          7         24          7          0
          7          1          7         24          7          0
          8          1          7         24          7          0
          9          1          7         24          7          0
         10          1          8         24          6          0
         11          1          8         24          6          1
         12          1          7         24          7          1
         13          1          7         24          7          0
         14          1          7         24          6          1
         15          1          9         24          7          1
         16          1          7         24          6          1
         17          1          9         24          7          0
         18          1          7         24          7          0
         19          1          8         24          7          1
         20          1          7         24          7          0
         21          2          5         14          3          1
         22          2          4         14          3          0
         23          2          4         14          4          0
         24          2          5         14          4          1
         25          2          4         14          2          1
         26          2          4         14          4          0
         27          2          4         14          2          1
         28          2          3         14          4          0
         29          2          4         14          4          1
         30          2          5         14          3          1
         31          2          4         14          3          1
         32          2          4         14          2          0
         33          2          4         14          2          0
         34          2          4         14          3          0
         35          2          4         14          2          0
         36          2          4         14          2          1
         37          2          4         14          4          1
         38          2          4         14          4          1
         39          2          4         14          2          0
         40          2          4         14          4          0
         41          3          6         13          6          0
         42          3          8         13          7          1
         43          3          6         13          6          1
         44          3          7         13          6          1
         45          3          6         13          6          0
         46          3          7         13          6          1
         47          3          7         13          5          0
         48          3          8         13          6          1
         49          3          7         13          6          1
         50          3          7         13          5          1
         51          3          8         13          7          1
         52          3          7         13          6          1
         53          3          7         13          6          1
         54          3          7         13          5          1
         55          3          5         13          6          0
         56          3          7         13          5          0
         57          3          7         13          6          1
         58          3          6         13          6          0
         59          4          7         20          6          1
         60          4          6         20          6          1
         61          4          7         20          6          1
         62          4          6         20          6          1
         63          4          6         20          6          1
         64          4          6         20          5          0
         65          4          7         20          6          0
         66          4          7         20          6          0
         67          4          6         20          6          0
         68          4          6         20          6          1
         69          4          5         20          6          0
         70          4          6         20          6          0
         71          4          6         20          6          0
         72          4          6         20          6          0
         73          4          6         20          6          0
         74          4          6         20          6          1
         75          4          7         20          6          1
         76          4          7         20          5          0
         77          4          6         20          6          0
         78          4          7         20          6          0
         79          4          7         20          6          0
         80          4          7         20          6          1
         81          4          6         20          5          0
         82          5          5          5          4          0
         83          5          4          5          4          1
         84          5          3          5          3          0
         85          5          5          5          3          1
         86          5          3          5          3          0
         87          5          4          5          4          0
         88          5          4          5          4          0
         89          5          5          5          5          1
         90          5          5          5          4          1
         91          5          5          5          5          0
         92          5          5          5          5          1
         93          5          5          5          5          1
         94          5          4          5          3          0
         95          5          7          5          4          1
         96          5          5          5          4          0
         97          5          5          5          4          1
         98          5          5          5          3          1
         99          5          4          5          3          0
        100          5          5          5          5          1
        101          5          5          5          4          0
        102          5          4          5          4          0
        103          6          4          8          3          0
        104          6          4          8          3          1
        105          6          4          8          2          1
        106          6          5          8          4          1
        107          6          5          8          4          1
        108          6          4          8          4          1
        109          6          4          8          3          0
        110          6          4          8          2          0
        111          6          6          8          4          1
        112          6          5          8          3          1
        113          6          3          8          3          0
        114          6          4          8          3          1
        115          6          4          8          3          1
        116          6          4          8          2          0
        117          6          5          8          4          1
        118          6          3          8          2          0
        119          6          4          8          3          0
        120          6          4          8          4          0
        121          6          4          8          3          0
        122          6          4          8          3          0
        123          7          7         17          5          1
        124          7          6         17          5          1
        125          7          4         17          4          0
        126          7          4         17          4          0
        127          7          5         17          4          0
        128          7          7         17          5          1
        129          7          5         17          4          0
        130          7          7         17          5          1
        131          7          5         17          4          0
        132          7          6         17          6          1
        133          7          5         17          4          0
        134          7          5         17          4          0
        135          7          6         17          5          0
        136          7          6         17          5          1
        137          7          5         17          4          0
        138          7          5         17          4          0
        139          7          7         17          5          1
        140          7          5         17          4          0
        141          7          8         17          5          1
        142          7          7         17          5          1
        143          7          4         17          5          0
        144          8          7         12          6          1
        145          8          4         12          4          0
        146          8          6         12          5          1
        147          8          7         12          5          1
        148          8          6         12          6          0
        149          8          7         12          5          1
        150          8          5         12          5          0
        151          8          6         12          6          1
        152          8          4         12          4          0
        153          8          6         12          5          1
        154          8          4         12          4          0
        155          8          4         12          5          0
        156          8          4         12          5          0
        157          8          7         12          5          1
        158          8          4         12          5          0
        159          8          5         12          5          0
        160          8          7         12          5          1
        161          8          6         12          5          1
        162          8          7         12          5          1
        163          8          6         12          5          1
        164          9          4          9          2          0
        165          9          5          9          4          1
        166          9          5          9          4          1
        167          9          6          9          4          1
        168          9          5          9          4          1
        169          9          3          9          4          0
        170          9          3          9          3          0
        171          9          4          9          3          0
        172          9          4          9          2          0
        173          9          4          9          4          0
        174          9          2          9          2          0
        175          9          4          9          2          1
        176          9          3          9          4          0
        177          9          3          9          2          0
        178          9          2          9          3          0
        179          9          3          9          4          0
        180          9          5          9          4          1
        181          9          6          9          3          1
        182          9          4          9          3          1
